id,original,simplified
3666,*Se supone que el saldo es de $1000 y el pago mensual mínimo es de $40.,Supuestamente el saldo es de mil dólares y la mensualidad mínima es de cuarenta dólares.
3667,"Por ejemplo, podrías usar una tarjeta por comodidad, que siempre pagues de inmediato, y otra que cobre una tasa de interés baja para los casos en que tendrás un saldo pendiente.",Podrías usar una tarjeta por comodidad cuando pagues de inmediato. Y otra con una tasa de interés baja cuando dejes saldo pendiente.
3668,Estas tarjetas acarrean pocos riesgos y te ayudan a crear buenos antecedentes crediticios al mostrar tu capacidad para usar una tarjeta con responsabilidad.,Estas tarjetas traen pocos riesgos y ayudan a crear buen historial crediticio.
3669,"Registra los gastos que pagues con la tarjeta de crédito, tal como lo harías con una cuenta de cheques.",Anota los gastos pagados con la tarjeta de crédito.
3670,Usa las tarjetas de crédito solo para las compras fundamentales o los gastos que puedes pagar el mes siguiente antes de que te cobren intereses.,Usa las tarjetas de crédito solo para compras importantes o gastos a pagar el mes siguiente.
3671,"Si tienes que pedir dinero prestado para pagar esos artículos, los bancos y las cooperativas de crédito (""credit unions"") pueden ofrecer préstamos más baratos.","Si necesitas dinero para pagar esos artículos, los bancos y las cooperativas ofrecen préstamos más baratos."
3672,"Si el saldo sigue aumentando, llama al emisor de la tarjeta y pide que te bajen el límite del crédito.","Si el saldo aumenta, llama al emisor de la tarjeta y pide un rebajo del límite del crédito."
3673,"En general, las tarjetas de crédito que emiten los centros comerciales son las que cobran las tasas de interés más altas.","En general, las tarjetas de crédito emitidas en los centros comerciales tienen las tasas de interés más altas."
3674,Usa la hoja de cálculo de la página 15 para comparar créditos y compara las tasas de interés y los costos de al menos tres entidades crediticias.,"Usa la hoja de cálculo de la página quince para comparar crédiros, tasas de interés y costos de mínimo tres empresas crediticias."
3675,Presta atención a la información sobre los pagos mínimos que aparece en los estados de cuenta de la tarjeta de crédito.,Considera los pagos mínimos presentes en los estados de cuenta de la tarjeta de crédito.
3676,Allí podrás ver cuánto tardarás en cancelar el saldo de tu tarjeta de crédito y cuánto dinero gastarás para hacerlo si pagas solamente el monto mínimo.,Ahí verás cuánto tardarás en pagar el saldo de tu tarjeta y cuánto gastarás si pagas solo el mínimo.
3677,Muchos asesores financieros sugieren que el volumen total de endeudamiento por consumo (sin incluir la deuda por la compra de vivienda) debería ser menor al 20 por ciento de tus ingresos anuales netos (luego de deducir los impuestos).,Muchos asesores financieros recomiendan deudas por consumo menores al veinte por ciento de tus ingresos anuales netos.
3678,"Incluso cuando pagues tus deudas, estarás pagando intereses sobre el saldo restante.","Incluso cuando pagues tus deudas, pagarás intereses sobre el saldo."
3679,"Aunque ese tipo de deuda no se incluye en el informe crediticio, igual forma parte de tus responsabilidades mensuales.","Este tipo de deudas no se incluye en el informe crediticio, pero es una responsabilidad mensual."
3680,"Ten cuidado: si tu nivel de endeudamiento actual está por debajo de lo que puedes pagar cada mes, no gastes dinero sin control.",Si tu nivel de endeudamiento es menor de tu posibilidad de pago mensual no gastes dinero sin control.
3681,"En cambio, felicítate a ti mismo por vivir con menos de lo que tienes.","En cambio, felicítate por vivir con menos."
3682,El nivel de endeudamiento bajo se puede traducir en mayor libertad para cambiar de empleo o alcanzar metas a largo plazo en menos tiempo.,Un nivel de endeudamiento bajo se convierte en mayor libertad financiera.
3683,La regla del 20 por ciento es una pauta general y es posible que no corresponda en tu caso.,La regla del veinte por ciento es general. Quizás no corresponda en tu caso.
3684,"Por ejemplo, si vives en una zona donde los costos de la vivienda son altos, tal vez no puedas pagar el 20 por ciento de la deuda de consumo porque tienes que destinar más dinero a pagar el alquiler o la hipoteca.","Por ejemplo, si vives en una zona donde las viviendas son caras, quizás no puedas pagar el veinte por ciento de la deuda de consumo. Porque debes pagar más en alquiler o hipoteca."
3685,Si ves que estás superando la recomendación del 20 por ciento para la deuda de consumo ¿significa que tienes un problema de endeudamiento?,"Si superas la recomendación del veinte por ciento de la deuda de consumo, podrías tener un problema de endeudamiento."
3686,"Gastas más del 20 por ciento de tus ingresos netos (tras deducir los impuestos) para pagar el préstamo del auto, las tarjetas de crédito u otros tipos de deuda de consumo.","Gastas más del veinte por ciento de tus ingresos netos para pagar el préstamo, las tarjetas de crédito u otras deudas de consumo."
3687,"Tener un monto limitado de deuda no es algo necesariamente malo, pero el endeudamiento excesivo retrasa el cumplimiento de tus metas.",Tener un monto limitado de deuda no es negativo. El exceso de deudas retrasa el cumplimiento de tud metas.
3688,"La sensación de desesperanza que aparece frecuentemente cuando el endeudamiento es excesivo puede afectar tu comportamiento, perjudicar tu bienestar físico y emocio  nal, y afectar relaciones importantes.","La desesperanza aparece cuando el endeudamiento es excesivo. Afecta tu comportamiento, tus relaciones y tu bienestar físico y emocional."
3689,"Incluso si ahora tienes una deuda excesiva, podrás reducirla en el transcurso del tiempo.","Si tienes un deuda excesiva, la reducirás con el tiempo."
3690,"Las deudas, al igual que las inversiones, se forman en el transcurso del tiempo.",Las deudas se forman con el tiempo.
3691,Usa la hoja de cálculo de recuperación de deudas que se encuentra en la página 24 para organizar el plan.,Usa la hoja de cálculo de la página catorce para organizar el plan.
3692,"Si cancelas una deuda, no dejes de apartar ese dinero: destínalo a pagar otra deuda.","Si pagas una deuda, usa ese dinero para pagar otra deuda."
3693,Trata de buscar algunas cosas que puedas dejar de comprar o que puedas comprar con menos frecuencia.,No compres cosas innecesarias.
3694,Vende los artículos tú mismo; evita ir a casas de empeño o usar interme  diarios por Internet que reducen las ganancias.,Vende los artículos tú. Evita las casas de empeño y los intermediarios.
3695,"Con sinceridad, evalúa tu capacidad para pagar algo y luego, actúa en consecuencia.",Evalúa sinceramente tu capacidad de pago y luego actúa.
3696,Supongamos que compraste un auto y que tienes problemas para pagarlo.,Supongamos que compraste un carro y no lo puedes pagar.
3697,"Posiblemente sea mejor cambiar el auto por otro más barato o usar un medio de transporte alternativo, en vez de dejar que el acreedor recupere el auto, lo que dañaría tus antecedentes crediticios.",Puedes cambiarlo por uno más barato o usar otro medio de transporte. No dejes que el fiador recupere el carro porque daña tu historial crediticio.
3698,¿Existe la posibilidad de que consigas otro empleo o que te paguen horas extra y que uses ese dinero para reducir las deudas?,Puedes conseguir otro empleo o trabajar horas extras para conseguir dinero y reducir tus deudas.
3699,"(Si tienes responsabilidades familiares, primero considera cómo afectaría tu ausencia al bienestar de tu familia).","Si tienes responsabilidades familiares, considera cómo afectará tu ausencia al bienestar de tu familia."
3700,Cambia los préstamos con tasas de interés altas por un único préstamo con tasas de inte  rés bajas y deja de generar nuevos cargos.,Cambia los préstamos con tasas de interés altas por uno con tasas de interés bajas y no hagas más cargos.
3701,"Cancelar las tarjetas o reducir el límite de crédito puede afectar negativamente tu calificación crediticia, por eso intenta tomar estas medidas para buscar el equilibrio entre reducir tus deudas y la posible reducción de tu calificación.",Cancelar las tarjetas o reducir el límite de crédito afecta negativamente tu calificación crediticia. Busca el equilibrio entre reducir tus deudas y la reducción de tu calificación.
3702,Consulta al emisor de la tarjeta de crédito o a la institución crediticia para ver si puedes hacer los pagos automáticamente por Internet.,Consulta al emirso de la tarjeta de crédito si puedes pagarla automáticamente por Internet.
3703,"Evalúa dar al menos algunos de los siguientes pasos: Antes de omitir un pago, llama a tus acreedores para analizar las opcio nes.","Evalúa los siguientes pasos. Antes de ignorar un pago, consulta las opciones con tus fiadores."
3704,"Posiblemente sea un paso difícil de dar, pero es menos incómodo que recibir llamadas de tus acreedores o de los cobradores de deudas de morosos.","Puede ser difícil, pero es mejor que recibir llamadas de tus fiadores o de los cobradores."
